replynum_max,replynum_min,replynum_mean,replynum_median,replynum_var,readnum_max,readnum_min,readnum_mean,readnum_median,readnum_var
13537,0,3.03923474467782,0,1219.92774298172,657191970,3,10115.5291751616,1137,1771569795319.46
